datahora;nome_drs;pacientes_uti_mm7d;total_covid_uti_mm7d;ocupacao_leitos;pop;leitos_pc;internacoes_28d;internacoes_28d_l;internacoes_28v28
2020-10-22;DRS 05 Barretos;  46,86;  92,14;50,86;  425090;21,68;  555;  541;  2,59
2020-10-22;DRS 06 Bauru; 122,71; 228,14;53,79; 1741281;13,10; 1214; 1412;-14,02
2020-10-22;DRS 07 Campinas; 204,00; 574,57;35,50; 4562125;12,59; 1894; 2958;-35,97
2020-10-22;DRS 08 Franca;  43,14; 109,71;39,32;  696336;15,76;  466;  573;-18,67
2020-10-22;DRS 09 Marília;  67,29; 161,00;41,80; 1109670;14,51;  652;  726;-10,19
2020-10-22;DRS 10 Piracicaba;  62,71; 230,71;27,18; 1539600;14,99;  618;  807;-23,42
2020-10-22;DRS 11 Presidente Prudente;  33,86;  76,29;44,38;  752260;10,14;  561;  688;-18,46
2020-10-22;DRS 12 Registro;   7,14;  39,00;18,31;  278754;13,99;  134;  168;-20,24
2020-10-22;DRS 13 Ribeirão Preto; 130,14; 295,86;43,99; 1477530;20,02; 1434; 1679;-14,59
2020-10-22;DRS 14 São João da Boa Vista;  45,86; 127,43;35,99;  809836;15,74;  503;  610;-17,54
2020-10-22;DRS 15 São José do Rio Preto; 216,43; 423,86;51,06; 1570421;26,99; 2253; 2284; -1,36
2020-10-22;DRS 16 Sorocaba; 105,86; 231,14;45,80; 2461760; 9,39;  973; 1200;-18,92
2020-10-22;DRS 17 Taubaté; 128,14; 388,14;33,01; 2489629;15,59; 1317; 1856;-29,04
2020-10-22;Estado de São Paulo;3191,43;8001,29;39,89;44639899;17,92;30222;36649;-17,54
2020-10-23;DRS 01 Grande São Paulo;1747,71;4344,71;40,23;21138247;20,55;15427;18710;-17,55
2020-10-23;DRS 02 Araçatuba;  55,86; 116,29;48,04;  764041;15,22;  499;  401; 24,44
2020-10-23;DRS 03 Araraquara;  34,14; 122,00;27,98;  991435;12,31;  866;  880; -1,59
2020-10-23;DRS 04 Baixada Santista; 125,43; 393,43;31,88; 1831884;21,48;  812;  920;-11,74
2020-10-23;DRS 05 Barretos;  44,71;  92,14;48,52;  425090;21,68;  548;  534;  2,62
2020-10-23;DRS 06 Bauru; 121,71; 228,14;53,35; 1741281;13,10; 1196; 1417;-15,60
2020-10-23;DRS 07 Campinas; 200,57; 567,86;35,32; 4562125;12,45; 1895; 2890;-34,43
2020-10-23;DRS 08 Franca;  43,00; 109,71;39,19;  696336;15,76;  462;  563;-17,94
2020-10-23;DRS 09 Marília;  66,43; 161,00;41,26; 1109670;14,51;  653;  712; -8,29
2020-10-23;DRS 10 Piracicaba;  60,86; 229,00;26,58; 1539600;14,87;  605;  791;-23,51
2020-10-23;DRS 11 Presidente Prudente;  32,00;  75,71;42,27;  752260;10,06;  552;  676;-18,34
2020-10-23;DRS 12 Registro;   7,86;  39,00;20,15;  278754;13,99;  133;  171;-22,22
2020-10-23;DRS 13 Ribeirão Preto; 124,86; 293,57;42,53; 1477530;19,87; 1403; 1643;-14,61
2020-10-23;DRS 14 São João da Boa Vista;  43,86; 127,86;34,30;  809836;15,79;  496;  611;-18,82
2020-10-23;DRS 15 São José do Rio Preto; 215,43; 420,43;51,24; 1570421;26,77; 2241; 2242; -0,04
2020-10-23;DRS 16 Sorocaba; 103,86; 230,71;45,02; 2461760; 9,37;  959; 1208;-20,61
2020-10-23;DRS 17 Taubaté; 125,71; 387,71;32,42; 2489629;15,57; 1307; 1853;-29,47
2020-10-23;Estado de São Paulo;3154,00;7939,29;39,73;44639899;17,79;30054;36222;-17,03
2020-10-24;DRS 01 Grande São Paulo;1731,43;4332,43;39,96;21138247;20,50;15382;18457;-16,66
2020-10-24;DRS 02 Araçatuba;  54,86; 116,57;47,06;  764041;15,26;  494;  400; 23,50
2020-10-24;DRS 03 Araraquara;  33,86; 122,00;27,75;  991435;12,31;  847;  883; -4,08
2020-10-24;DRS 04 Baixada Santista; 129,14; 392,14;32,93; 1831884;21,41;  829;  875; -5,26
2020-10-24;DRS 05 Barretos;  43,43;  91,43;47,50;  425090;21,51;  540;  541; -0,18
2020-10-24;DRS 06 Bauru; 121,86; 227,71;53,52; 1741281;13,08; 1191; 1394;-14,56
2020-10-24;DRS 07 Campinas; 196,86; 564,00;34,90; 4562125;12,36; 1875; 2821;-33,53
2020-10-24;DRS 08 Franca;  43,14; 109,71;39,32;  696336;15,76;  458;  550;-16,73
2020-10-24;DRS 09 Marília;  64,14; 161,14;39,80; 1109670;14,52;  649;  698; -7,02
2020-10-24;DRS 10 Piracicaba;  58,00; 227,71;25,47; 1539600;14,79;  593;  765;-22,48
2020-10-24;DRS 11 Presidente Prudente;  31,29;  75,57;41,41;  752260;10,05;  547;  678;-19,32
2020-10-24;DRS 12 Registro;   8,57;  39,00;21,97;  278754;13,99;  133;  168;-20,83
2020-10-24;DRS 13 Ribeirão Preto; 119,43; 290,57;41,10; 1477530;19,67; 1382; 1637;-15,58
2020-10-24;DRS 14 São João da Boa Vista;  42,57; 127,43;33,41;  809836;15,74;  486;  622;-21,86
2020-10-24;DRS 15 São José do Rio Preto; 215,57; 416,43;51,77; 1570421;26,52; 2230; 2218;  0,54
2020-10-24;DRS 16 Sorocaba; 102,00; 230,29;44,29; 2461760; 9,35;  946; 1200;-21,17
2020-10-24;DRS 17 Taubaté; 124,14; 387,43;32,04; 2489629;15,56; 1280; 1829;-30,02
2020-10-24;Estado de São Paulo;3120,29;7911,57;39,44;44639899;17,72;29862;35736;-16,44
2020-10-25;DRS 01 Grande São Paulo;1720,14;4316,29;39,85;21138247;20,42;15315;18224;-15,96
2020-10-25;DRS 02 Araçatuba;  53,86; 117,00;46,03;  764041;15,31;  501;  393; 27,48
2020-10-25;DRS 03 Araraquara;  34,43; 121,86;28,25;  991435;12,29;  848;  882; -3,85
2020-10-25;DRS 04 Baixada Santista; 132,43; 391,14;33,86; 1831884;21,35;  829;  861; -3,72
2020-10-25;DRS 05 Barretos;  41,71;  91,00;45,84;  425090;21,41;  531;  531;  0,00
2020-10-25;DRS 06 Bauru; 122,14; 228,00;53,57; 1741281;13,09; 1182; 1389;-14,90
2020-10-25;DRS 07 Campinas; 192,43; 558,57;34,45; 4562125;12,24; 1848; 2777;-33,45
2020-10-25;DRS 08 Franca;  43,71; 109,00;40,10;  696336;15,65;  454;  537;-15,46
2020-10-25;DRS 09 Marília;  64,00; 160,86;39,79; 1109670;14,50;  651;  693; -6,06
2020-10-25;DRS 10 Piracicaba;  56,29; 226,57;24,84; 1539600;14,72;  594;  752;-21,01
2020-10-25;DRS 11 Presidente Prudente;  30,14;  75,57;39,88;  752260;10,05;  545;  663;-17,80
2020-10-25;DRS 12 Registro;   9,57;  39,00;24,54;  278754;13,99;  133;  172;-22,67
2020-10-25;DRS 13 Ribeirão Preto; 115,71; 287,57;40,24; 1477530;19,46; 1363; 1614;-15,55
2020-10-25;DRS 14 São João da Boa Vista;  42,43; 126,57;33,52;  809836;15,63;  477;  625;-23,68
2020-10-25;DRS 15 São José do Rio Preto; 213,71; 412,43;51,82; 1570421;26,26; 2213; 2219; -0,27
2020-10-25;DRS 16 Sorocaba; 101,14; 229,86;44,00; 2461760; 9,34;  933; 1186;-21,33
2020-10-25;DRS 17 Taubaté; 123,57; 387,71;31,87; 2489629;15,57; 1279; 1801;-28,98
2020-10-25;Estado de São Paulo;3097,43;7879,00;39,31;44639899;17,65;29696;35319;-15,92
2020-10-26;DRS 01 Grande São Paulo;1708,43;4292,71;39,80;21138247;20,31;15265;18045;-15,41
2020-10-26;DRS 02 Araçatuba;  52,43; 117,43;44,65;  764041;15,37;  507;  385; 31,69
2020-10-26;DRS 03 Araraquara;  33,71; 121,86;27,66;  991435;12,29;  836;  884; -5,43
2020-10-26;DRS 04 Baixada Santista; 134,71; 389,43;34,59; 1831884;21,26;  840;  860; -2,33
2020-10-26;DRS 05 Barretos;  40,29;  90,57;44,48;  425090;21,31;  518;  539; -3,90
2020-10-26;DRS 06 Bauru; 122,43; 228,43;53,60; 1741281;13,12; 1161; 1404;-17,31
2020-10-26;DRS 07 Campinas; 189,29; 554,29;34,15; 4562125;12,15; 1818; 2747;-33,82
2020-10-26;DRS 08 Franca;  43,86; 108,14;40,56;  696336;15,53;  440;  532;-17,29
2020-10-26;DRS 09 Marília;  63,00; 160,86;39,16; 1109670;14,50;  663;  680; -2,50
2020-10-26;DRS 10 Piracicaba;  54,71; 223,86;24,44; 1539600;14,54;  584;  750;-22,13
2020-10-26;DRS 11 Presidente Prudente;  29,29;  75,43;38,83;  752260;10,03;  537;  656;-18,14
2020-10-26;DRS 12 Registro;  11,14;  39,00;28,56;  278754;13,99;  133;  174;-23,56
2020-10-26;DRS 13 Ribeirão Preto; 112,57; 284,29;39,60; 1477530;19,24; 1351; 1597;-15,40
2020-10-26;DRS 14 São João da Boa Vista;  41,14; 125,71;32,73;  809836;15,52;  476;  623;-23,60
2020-10-26;DRS 15 São José do Rio Preto; 212,71; 408,14;52,12; 1570421;25,99; 2187; 2208; -0,95
2020-10-26;DRS 16 Sorocaba;  99,86; 230,14;43,39; 2461760; 9,35;  937; 1187;-21,06
2020-10-26;DRS 17 Taubaté; 122,14; 386,57;31,60; 2489629;15,53; 1269; 1787;-28,99
2020-10-26;Estado de São Paulo;3071,71;7836,86;39,20;44639899;17,56;29522;35058;-15,79
2020-10-27;DRS 01 Grande São Paulo;1712,57;4280,86;40,01;21138247;20,25;15221;17887;-14,90
2020-10-27;DRS 02 Araçatuba;  50,86; 117,71;43,21;  764041;15,41;  496;  386; 28,50
2020-10-27;DRS 03 Araraquara;  34,14; 121,43;28,11;  991435;12,25;  835;  893; -6,49
2020-10-27;DRS 04 Baixada Santista; 135,71; 388,14;34,96; 1831884;21,19;  842;  869; -3,11
2020-10-27;DRS 05 Barretos;  38,71;  90,14;42,94;  425090;21,20;  504;  543; -7,18
2020-10-27;DRS 06 Bauru; 122,00; 228,43;53,41; 1741281;13,12; 1163; 1398;-16,81
2020-10-27;DRS 07 Campinas; 186,43; 550,00;33,90; 4562125;12,06; 1816; 2668;-31,93
2020-10-27;DRS 08 Franca;  43,29; 107,29;40,35;  696336;15,41;  431;  528;-18,37
2020-10-27;DRS 09 Marília;  63,86; 161,00;39,66; 1109670;14,51;  661;  682; -3,08
2020-10-27;DRS 10 Piracicaba;  53,86; 222,71;24,18; 1539600;14,47;  578;  740;-21,89
2020-10-27;DRS 11 Presidente Prudente;  28,71;  75,14;38,21;  752260; 9,99;  528;  661;-20,12
2020-10-27;DRS 12 Registro;  12,29;  39,00;31,51;  278754;13,99;  133;  168;-20,83
2020-10-27;DRS 13 Ribeirão Preto; 112,00; 281,43;39,80; 1477530;19,05; 1338; 1578;-15,21
2020-10-27;DRS 14 São João da Boa Vista;  39,86; 124,71;31,96;  809836;15,40;  481;  616;-21,92
2020-10-27;DRS 15 São José do Rio Preto; 210,57; 406,29;51,83; 1570421;25,87; 2160; 2205; -2,04
2020-10-27;DRS 16 Sorocaba;  99,14; 229,57;43,19; 2461760; 9,33;  927; 1192;-22,23
2020-10-27;DRS 17 Taubaté; 122,29; 386,00;31,68; 2489629;15,50; 1263; 1736;-27,25
2020-10-27;Estado de São Paulo;3066,29;7809,86;39,26;44639899;17,50;29377;34750;-15,46
2020-10-28;DRS 01 Grande São Paulo;1717,00;4272,14;40,19;21138247;20,21;15156;17832;-15,01
2020-10-28;DRS 02 Araçatuba;  49,43; 117,29;42,14;  764041;15,35;  488;  390; 25,13
2020-10-28;DRS 03 Araraquara;  33,86; 121,00;27,98;  991435;12,20;  817;  897; -8,92
2020-10-28;DRS 04 Baixada Santista; 134,71; 383,14;35,16; 1831884;20,92;  866;  866;  0,00
2020-10-28;DRS 05 Barretos;  39,29;  88,57;44,36;  425090;20,84;  505;  542; -6,83
2020-10-28;DRS 06 Bauru; 120,71; 227,86;52,98; 1741281;13,09; 1163; 1389;-16,27
2020-10-28;DRS 07 Campinas; 182,86; 546,29;33,47; 4562125;11,97; 1808; 2618;-30,94
2020-10-28;DRS 08 Franca;  43,86; 105,86;41,43;  696336;15,20;  426;  518;-17,76
2020-10-28;DRS 09 Marília;  65,57; 161,14;40,69; 1109670;14,52;  651;  677; -3,84
2020-10-28;DRS 10 Piracicaba;  52,29; 218,57;23,92; 1539600;14,20;  557;  751;-25,83
2020-10-28;DRS 11 Presidente Prudente;  29,00;  75,14;38,59;  752260; 9,99;  527;  653;-19,30
2020-10-28;DRS 12 Registro;  13,14;  39,00;33,69;  278754;13,99;  131;  172;-23,84
2020-10-28;DRS 13 Ribeirão Preto; 109,14; 279,29;39,08; 1477530;18,90; 1302; 1572;-17,18
2020-10-28;DRS 14 São João da Boa Vista;  38,86; 123,71;31,41;  809836;15,28;  476;  603;-21,06
2020-10-28;DRS 15 São José do Rio Preto; 207,00; 405,43;51,06; 1570421;25,82; 2104; 2229; -5,61
2020-10-28;DRS 16 Sorocaba;  99,71; 229,71;43,41; 2461760; 9,33;  923; 1176;-21,51
2020-10-28;DRS 17 Taubaté; 121,00; 384,71;31,45; 2489629;15,45; 1234; 1724;-28,42
2020-10-28;Estado de São Paulo;3057,43;7778,86;39,30;44639899;17,43;29134;34609;-15,82
2020-10-29;DRS 01 Grande São Paulo;1723,86;4262,57;40,44;21138247;20,17;15123;17634;-14,24
2020-10-29;DRS 02 Araçatuba;  48,86; 117,57;41,56;  764041;15,39;  479;  403; 18,86
2020-10-29;DRS 03 Araraquara;  34,00; 120,71;28,17;  991435;12,18;  832;  897; -7,25
2020-10-29;DRS 04 Baixada Santista; 136,86; 382,43;35,79; 1831884;20,88;  872;  877; -0,57
2020-10-29;DRS 05 Barretos;  38,29;  88,14;43,44;  425090;20,73;  486;  548;-11,31
2020-10-29;DRS 06 Bauru; 119,29; 227,57;52,42; 1741281;13,07; 1159; 1375;-15,71
2020-10-29;DRS 07 Campinas; 178,71; 543,43;32,89; 4562125;11,91; 1779; 2576;-30,94
2020-10-29;DRS 08 Franca;  43,00; 104,57;41,12;  696336;15,02;  420;  511;-17,81
2020-10-29;DRS 09 Marília;  66,29; 161,29;41,10; 1109670;14,53;  658;  667; -1,35
2020-10-29;DRS 10 Piracicaba;  50,43; 215,86;23,36; 1539600;14,02;  540;  752;-28,19
2020-10-29;DRS 11 Presidente Prudente;  29,43;  75,00;39,24;  752260; 9,97;  509;  658;-22,64
2020-10-29;DRS 12 Registro;  13,43;  39,00;34,44;  278754;13,99;  126;  174;-27,59
2020-10-29;DRS 13 Ribeirão Preto; 107,00; 277,71;38,53; 1477530;18,80; 1279; 1564;-18,22
2020-10-29;DRS 14 São João da Boa Vista;  37,86; 122,57;30,89;  809836;15,14;  480;  598;-19,73
2020-10-29;DRS 15 São José do Rio Preto; 203,86; 404,71;50,37; 1570421;25,77; 2065; 2248; -8,14
2020-10-29;DRS 16 Sorocaba; 100,57; 229,00;43,92; 2461760; 9,30;  908; 1173;-22,59
2020-10-29;DRS 17 Taubaté; 121,86; 384,43;31,70; 2489629;15,44; 1215; 1705;-28,74
2020-10-29;Estado de São Paulo;3053,57;7756,57;39,37;44639899;17,38;28930;34360;-15,80
2020-10-30;DRS 01 Grande São Paulo;1722,57;4225,57;40,77;21138247;19,99;15104;17486;-13,62
2020-10-30;DRS 02 Araçatuba;  48,00; 117,43;40,88;  764041;15,37;  477;  405; 17,78
2020-10-30;DRS 03 Araraquara;  34,57; 119,71;28,88;  991435;12,07;  831;  899; -7,56
2020-10-30;DRS 04 Baixada Santista; 137,86; 381,71;36,12; 1831884;20,84;  890;  865;  2,89
2020-10-30;DRS 05 Barretos;  37,43;  87,71;42,67;  425090;20,63;  470;  556;-15,47
2020-10-30;DRS 06 Bauru; 118,43; 227,57;52,04; 1741281;13,07; 1137; 1369;-16,95
2020-10-30;DRS 07 Campinas; 175,14; 538,71;32,51; 4562125;11,81; 1741; 2538;-31,40
2020-10-30;DRS 08 Franca;  42,57; 103,29;41,21;  696336;14,83;  408;  511;-20,16
2020-10-30;DRS 09 Marília;  67,00; 161,43;41,50; 1109670;14,55;  646;  665; -2,86
2020-10-30;DRS 10 Piracicaba;  48,57; 212,00;22,91; 1539600;13,77;  531;  737;-27,95
2020-10-30;DRS 11 Presidente Prudente;  29,86;  74,29;40,19;  752260; 9,88;  503;  650;-22,62
2020-10-30;DRS 12 Registro;  13,29;  39,00;34,08;  278754;13,99;  120;  176;-31,82
2020-10-30;DRS 13 Ribeirão Preto; 103,86; 276,86;37,51; 1477530;18,74; 1247; 1558;-19,96
2020-10-30;DRS 14 São João da Boa Vista;  37,43; 121,29;30,86;  809836;14,98;  479;  591;-18,95
2020-10-30;DRS 15 São José do Rio Preto; 200,71; 403,71;49,72; 1570421;25,71; 2019; 2265;-10,86
2020-10-30;DRS 16 Sorocaba; 100,57; 228,86;43,94; 2461760; 9,30;  909; 1157;-21,43
2020-10-30;DRS 17 Taubaté; 122,57; 384,86;31,85; 2489629;15,46; 1195; 1695;-29,50
2020-10-30;Estado de São Paulo;3040,43;7704,00;39,47;44639899;17,26;28707;34123;-15,87
2020-10-31;DRS 01 Grande São Paulo;1727,57;4194,43;41,19;21138247;19,84;15090;17328;-12,92
2020-10-31;DRS 02 Araçatuba;  46,71; 117,43;39,78;  764041;15,37;  482;  402; 19,90
2020-10-31;DRS 03 Araraquara;  34,43; 118,71;29,00;  991435;11,97;  835;  898; -7,02
2020-10-31;DRS 04 Baixada Santista; 138,29; 381,14;36,28; 1831884;20,81;  890;  867;  2,65
2020-10-31;DRS 05 Barretos;  36,86;  88,00;41,89;  425090;20,70;  459;  559;-17,89
2020-10-31;DRS 06 Bauru; 116,43; 227,29;51,23; 1741281;13,05; 1120; 1377;-18,66
2020-10-31;DRS 07 Campinas; 173,14; 535,00;32,36; 4562125;11,73; 1695; 2508;-32,42
2020-10-31;DRS 08 Franca;  41,57; 102,71;40,47;  696336;14,75;  415;  505;-17,82
2020-10-31;DRS 09 Marília;  66,86; 161,43;41,42; 1109670;14,55;  641;  664; -3,46
2020-10-31;DRS 10 Piracicaba;  47,00; 209,00;22,49; 1539600;13,57;  509;  730;-30,27
2020-10-31;DRS 11 Presidente Prudente;  30,43;  73,43;41,44;  752260; 9,76;  495;  646;-23,37
2020-10-31;DRS 12 Registro;  12,71;  39,00;32,59;  278754;13,99;  125;  171;-26,90
2020-10-31;DRS 13 Ribeirão Preto; 101,00; 276,57;36,52; 1477530;18,72; 1205; 1575;-23,49
2020-10-31;DRS 14 São João da Boa Vista;  37,14; 120,71;30,77;  809836;14,91;  477;  590;-19,15
2020-10-31;DRS 15 São José do Rio Preto; 195,43; 401,43;48,68; 1570421;25,56; 1974; 2275;-13,23
2020-10-31;DRS 16 Sorocaba; 100,86; 228,57;44,13; 2461760; 9,28;  895; 1156;-22,58
2020-10-31;DRS 17 Taubaté; 123,71; 385,14;32,12; 2489629;15,47; 1177; 1664;-29,27
2020-10-31;Estado de São Paulo;3030,14;7660,00;39,56;44639899;17,16;28484;33915;-16,01
2020-11-01;DRS 01 Grande São Paulo;1728,43;4174,57;41,40;21138247;19,75;15048;17166;-12,34
2020-11-01;DRS 02 Araçatuba;  46,14; 117,43;39,29;  764041;15,37;  472;  413; 14,29
2020-11-01;DRS 03 Araraquara;  34,14; 118,14;28,90;  991435;11,92;  815;  904; -9,85
2020-11-01;DRS 04 Baixada Santista; 137,43; 379,57;36,21; 1831884;20,72;  893;  854;  4,57
2020-11-01;DRS 05 Barretos;  36,00;  88,00;40,91;  425090;20,70;  432;  573;-24,61
2020-11-01;DRS 06 Bauru; 114,86; 227,57;50,47; 1741281;13,07; 1088; 1387;-21,56
2020-11-01;DRS 07 Campinas; 169,86; 531,86;31,94; 4562125;11,66; 1658; 2488;-33,36
2020-11-01;DRS 08 Franca;  40,29; 102,00;39,50;  696336;14,65;  401;  504;-20,44
2020-11-01;DRS 09 Marília;  63,86; 162,00;39,42; 1109670;14,60;  626;  674; -7,12
2020-11-01;DRS 10 Piracicaba;  44,29; 204,43;21,67; 1539600;13,28;  489;  732;-33,20
2020-11-01;DRS 11 Presidente Prudente;  30,43;  72,43;42,01;  752260; 9,63;  478;  642;-25,55
2020-11-01;DRS 12 Registro;  11,71;  39,00;30,03;  278754;13,99;  125;  168;-25,60
2020-11-01;DRS 13 Ribeirão Preto;  98,00; 277,29;35,34; 1477530;18,77; 1174; 1566;-25,03
2020-11-01;DRS 14 São João da Boa Vista;  36,71; 119,14;30,81;  809836;14,71;  468;  593;-21,08
2020-11-01;DRS 15 São José do Rio Preto; 189,86; 399,14;47,57; 1570421;25,42; 1915; 2278;-15,94
2020-11-01;DRS 16 Sorocaba; 103,00; 228,14;45,15; 2461760; 9,27;  881; 1162;-24,18
2020-11-01;DRS 17 Taubaté; 123,57; 385,29;32,07; 2489629;15,48; 1176; 1626;-27,68
2020-11-01;Estado de São Paulo;3008,57;7626,00;39,45;44639899;17,08;28139;33730;-16,58
2020-11-02;DRS 01 Grande São Paulo;1735,29;4147,71;41,84;21138247;19,62;14932;17111;-12,73
2020-11-02;DRS 02 Araçatuba;  45,86; 117,57;39,01;  764041;15,39;  465;  418; 11,24
2020-11-02;DRS 03 Araraquara;  35,00; 117,71;29,73;  991435;11,87;  806;  907;-11,14
2020-11-02;DRS 04 Baixada Santista; 138,00; 378,00;36,51; 1831884;20,63;  915;  836;  9,45
2020-11-02;DRS 05 Barretos;  35,86;  88,00;40,75;  425090;20,70;  415;  587;-29,30
2020-11-02;DRS 06 Bauru; 112,86; 229,29;49,22; 1741281;13,17; 1061; 1402;-24,32
2020-11-02;DRS 07 Campinas; 167,43; 523,00;32,01; 4562125;11,46; 1608; 2508;-35,89
2020-11-02;DRS 08 Franca;  37,29; 101,29;36,82;  696336;14,55;  380;  518;-26,64
2020-11-02;DRS 09 Marília;  61,00; 162,00;37,65; 1109670;14,60;  616;  681; -9,54
2020-11-02;DRS 10 Piracicaba;  42,43; 202,86;20,92; 1539600;13,18;  476;  715;-33,43
2020-11-02;DRS 11 Presidente Prudente;  30,29;  71,43;42,41;  752260; 9,50;  467;  645;-27,60
2020-11-02;DRS 12 Registro;  10,86;  39,00;27,85;  278754;13,99;  124;  169;-26,63
2020-11-02;DRS 13 Ribeirão Preto;  94,14; 277,00;33,99; 1477530;18,75; 1149; 1579;-27,23
2020-11-02;DRS 14 São João da Boa Vista;  36,71; 117,43;31,26;  809836;14,50;  463;  600;-22,83
2020-11-02;DRS 15 São José do Rio Preto; 184,43; 395,43;46,64; 1570421;25,18; 1874; 2291;-18,20
2020-11-02;DRS 16 Sorocaba; 104,00; 225,71;46,08; 2461760; 9,17;  870; 1155;-24,68
2020-11-02;DRS 17 Taubaté; 123,29; 386,86;31,87; 2489629;15,54; 1167; 1604;-27,24
2020-11-02;Estado de São Paulo;2994,71;7580,29;39,51;44639899;16,98;27788;33726;-17,61
2020-11-03;DRS 01 Grande São Paulo;1735,00;4119,14;42,12;21138247;19,49;14780;17106;-13,60
2020-11-03;DRS 02 Araçatuba;  46,00; 118,00;38,98;  764041;15,44;  457;  429;  6,53
2020-11-03;DRS 03 Araraquara;  35,71; 117,29;30,45;  991435;11,83;  789;  914;-13,68
2020-11-03;DRS 04 Baixada Santista; 138,57; 375,86;36,87; 1831884;20,52;  923;  816; 13,11
2020-11-03;DRS 05 Barretos;  35,29;  88,00;40,10;  425090;20,70;  393;  594;-33,84
2020-11-03;DRS 06 Bauru; 109,57; 230,00;47,64; 1741281;13,21; 1032; 1414;-27,02
2020-11-03;DRS 07 Campinas; 166,57; 516,57;32,25; 4562125;11,32; 1571; 2515;-37,53
2020-11-03;DRS 08 Franca;  35,14; 100,71;34,89;  696336;14,46;  371;  510;-27,25
2020-11-03;DRS 09 Marília;  58,71; 162,00;36,24; 1109670;14,60;  611;  680;-10,15
2020-11-03;DRS 10 Piracicaba;  41,43; 196,29;21,11; 1539600;12,75;  463;  719;-35,61
2020-11-03;DRS 11 Presidente Prudente;  30,57;  70,57;43,32;  752260; 9,38;  454;  643;-29,39
2020-11-03;DRS 12 Registro;   9,86;  39,00;25,28;  278754;13,99;  123;  166;-25,90
2020-11-03;DRS 13 Ribeirão Preto;  89,14; 276,86;32,20; 1477530;18,74; 1099; 1594;-31,05
2020-11-03;DRS 14 São João da Boa Vista;  37,00; 115,86;31,94;  809836;14,31;  451;  609;-25,94
2020-11-03;DRS 15 São José do Rio Preto; 180,14; 391,43;46,02; 1570421;24,93; 1834; 2300;-20,26
2020-11-03;DRS 16 Sorocaba; 103,14; 224,14;46,02; 2461760; 9,10;  876; 1136;-22,89
2020-11-03;DRS 17 Taubaté; 123,43; 387,57;31,85; 2489629;15,57; 1155; 1580;-26,90
2020-11-03;Estado de São Paulo;2975,29;7529,29;39,52;44639899;16,87;27382;33725;-18,81
2020-11-04;DRS 01 Grande São Paulo;1738,57;4086,86;42,54;21138247;19,33;14655;17060;-14,10
2020-11-04;DRS 02 Araçatuba;  46,57; 118,57;39,28;  764041;15,52;  442;  448; -1,34
2020-11-04;DRS 03 Araraquara;  36,71; 116,86;31,41;  991435;11,79;  757;  929;-18,51
2020-11-04;DRS 04 Baixada Santista; 140,29; 379,29;36,99; 1831884;20,70;  921;  817; 12,73
2020-11-04;DRS 05 Barretos;  33,14;  88,00;37,66;  425090;20,70;  375;  603;-37,81
2020-11-04;DRS 06 Bauru; 108,14; 230,43;46,93; 1741281;13,23;  996; 1416;-29,66
2020-11-04;DRS 07 Campinas; 167,43; 513,14;32,63; 4562125;11,25; 1561; 2478;-37,01
2020-11-04;DRS 08 Franca;  32,71; 101,29;32,29;  696336;14,55;  366;  511;-28,38
2020-11-04;DRS 09 Marília;  56,14; 161,86;34,68; 1109670;14,59;  601;  684;-12,13
2020-11-04;DRS 10 Piracicaba;  40,71; 191,14;21,30; 1539600;12,41;  444;  734;-39,51
2020-11-04;DRS 11 Presidente Prudente;  30,14;  70,00;43,06;  752260; 9,31;  430;  655;-34,35
2020-11-04;DRS 12 Registro;   8,71;  39,00;22,33;  278754;13,99;  124;  164;-24,39
2020-11-04;DRS 13 Ribeirão Preto;  86,14; 275,86;31,23; 1477530;18,67; 1064; 1602;-33,58
2020-11-04;DRS 14 São João da Boa Vista;  36,71; 114,29;32,12;  809836;14,11;  441;  616;-28,41
2020-11-04;DRS 15 São José do Rio Preto; 177,14; 387,86;45,67; 1570421;24,70; 1766; 2347;-24,76
2020-11-04;DRS 16 Sorocaba; 101,14; 221,86;45,59; 2461760; 9,01;  864; 1148;-24,74
2020-11-04;DRS 17 Taubaté; 124,71; 387,57;32,18; 2489629;15,57; 1135; 1558;-27,15
2020-11-04;Estado de São Paulo;2965,14;7483,86;39,62;44639899;16,76;26942;33770;-20,22
2020-11-05;DRS 01 Grande São Paulo;1745,86;4060,86;42,99;21138247;19,21;14559;16935;-14,03
2020-11-05;DRS 02 Araçatuba;  46,43; 118,71;39,11;  764041;15,54;  430;  452; -4,87
2020-11-05;DRS 03 Araraquara;  38,29; 116,43;32,89;  991435;11,74;  741;  934;-20,66
2020-11-05;DRS 04 Baixada Santista; 139,29; 378,29;36,82; 1831884;20,65;  927;  797; 16,31
2020-11-05;DRS 05 Barretos;  31,86;  88,71;35,91;  425090;20,87;  351;  615;-42,93
2020-11-05;DRS 06 Bauru; 107,43; 230,43;46,62; 1741281;13,23;  982; 1405;-30,11
2020-11-05;DRS 07 Campinas; 168,00; 509,71;32,96; 4562125;11,17; 1518; 2445;-37,91
2020-11-05;DRS 08 Franca;  31,14; 102,14;30,49;  696336;14,67;  359;  505;-28,91
2020-11-05;DRS 09 Marília;  54,14; 161,71;33,48; 1109670;14,57;  583;  686;-15,01
2020-11-05;DRS 10 Piracicaba;  39,86; 185,71;21,46; 1539600;12,06;  441;  718;-38,58
